trip_id,arrival_time,departure_time,stop_id,stop_sequence,drop_off_type,pickup_type
9450-0601,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0601,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0601,16:05:00,16:05:00,paris_nord,5,0,1
9450-0602,12:39:00,12:39:00,koln_hbf,1,1,0
9450-0602,13:16:00,13:19:00,aachen_hbf,2,0,0
9450-0602,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0602,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0602,16:05:00,16:05:00,paris_nord,5,0,1
9450-0603,12:39:00,12:39:00,koln_hbf,1,1,0
9450-0603,13:16:00,13:19:00,aachen_hbf,2,0,0
9450-0603,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0603,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0603,16:05:00,16:05:00,paris_nord,5,0,1
9450-0604,12:39:00,12:39:00,koln_hbf,1,1,0
9450-0604,13:16:00,13:19:00,aachen_hbf,2,0,0
9450-0604,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0604,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0604,16:05:00,16:05:00,paris_nord,5,0,1
9450-0605,12:39:00,12:39:00,koln_hbf,1,1,0
9450-0605,13:16:00,13:19:00,aachen_hbf,2,0,0
9450-0605,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0605,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0605,16:05:00,16:05:00,paris_nord,5,0,1
9450-0606,12:39:00,12:39:00,koln_hbf,1,1,0
9450-0606,13:16:00,13:19:00,aachen_hbf,2,0,0
9450-0606,13:46:00,13:51:00,liege_guillemins,3,0,0
9450-0606,14:35:00,14:43:00,bruxelles_midi,4,0,0
9450-0606,16:05:00,16:05:00,paris_nord,5,0,1
9451-0309,14:22:00,14:22:00,paris_nord,1,1,0
9451-0309,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0310,14:22:00,14:22:00,paris_nord,1,1,0
9451-0310,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0311,14:22:00,14:22:00,paris_nord,1,1,0
9451-0311,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0312,14:22:00,14:22:00,paris_nord,1,1,0
9451-0312,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0313,14:22:00,14:22:00,paris_nord,1,1,0
9451-0313,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0314,14:22:00,14:22:00,paris_nord,1,1,0
9451-0314,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0315,14:22:00,14:22:00,paris_nord,1,1,0
9451-0315,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0316,14:22:00,14:22:00,paris_nord,1,1,0
9451-0316,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0317,14:22:00,14:22:00,paris_nord,1,1,0
9451-0317,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0318,14:22:00,14:22:00,paris_nord,1,1,0
9451-0318,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0319,14:22:00,14:22:00,paris_nord,1,1,0
9451-0319,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0320,14:22:00,14:22:00,paris_nord,1,1,0
9451-0320,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0321,14:22:00,14:22:00,paris_nord,1,1,0
9451-0321,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0322,14:22:00,14:22:00,paris_nord,1,1,0
9451-0322,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0323,14:22:00,14:22:00,paris_nord,1,1,0
9451-0323,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0324,14:22:00,14:22:00,paris_nord,1,1,0
9451-0324,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0325,14:22:00,14:22:00,paris_nord,1,1,0
9451-0325,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0326,14:22:00,14:22:00,paris_nord,1,1,0
9451-0326,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0327,14:22:00,14:22:00,paris_nord,1,1,0
9451-0327,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0328,14:22:00,14:22:00,paris_nord,1,1,0
9451-0328,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0329,14:22:00,14:22:00,paris_nord,1,1,0
9451-0329,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0330,14:22:00,14:22:00,paris_nord,1,1,0
9451-0330,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0331,14:22:00,14:22:00,paris_nord,1,1,0
9451-0331,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0401,14:22:00,14:22:00,paris_nord,1,1,0
9451-0401,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0402,14:22:00,14:22:00,paris_nord,1,1,0
9451-0402,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0403,14:22:00,14:22:00,paris_nord,1,1,0
9451-0403,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0404,14:22:00,14:22:00,paris_nord,1,1,0
9451-0404,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0405,14:22:00,14:22:00,paris_nord,1,1,0
9451-0405,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0406,14:22:00,14:22:00,paris_nord,1,1,0
9451-0406,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0407,14:22:00,14:22:00,paris_nord,1,1,0
9451-0407,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0408,14:22:00,14:22:00,paris_nord,1,1,0
9451-0408,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0409,14:22:00,14:22:00,paris_nord,1,1,0
9451-0409,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0410,14:22:00,14:22:00,paris_nord,1,1,0
9451-0410,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0411,14:22:00,14:22:00,paris_nord,1,1,0
9451-0411,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0412,14:22:00,14:22:00,paris_nord,1,1,0
9451-0412,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0413,14:22:00,14:22:00,paris_nord,1,1,0
9451-0413,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0414,14:22:00,14:22:00,paris_nord,1,1,0
9451-0414,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0415,14:22:00,14:22:00,paris_nord,1,1,0
9451-0415,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0416,14:22:00,14:22:00,paris_nord,1,1,0
9451-0416,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0417,14:22:00,14:22:00,paris_nord,1,1,0
9451-0417,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0418,14:22:00,14:22:00,paris_nord,1,1,0
9451-0418,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0419,14:22:00,14:22:00,paris_nord,1,1,0
9451-0419,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0420,14:22:00,14:22:00,paris_nord,1,1,0
9451-0420,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0421,14:22:00,14:22:00,paris_nord,1,1,0
9451-0421,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0422,14:22:00,14:22:00,paris_nord,1,1,0
9451-0422,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0423,14:22:00,14:22:00,paris_nord,1,1,0
9451-0423,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0424,14:22:00,14:22:00,paris_nord,1,1,0
9451-0424,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0425,14:22:00,14:22:00,paris_nord,1,1,0
9451-0425,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0426,14:22:00,14:22:00,paris_nord,1,1,0
9451-0426,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0427,14:22:00,14:22:00,paris_nord,1,1,0
9451-0427,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0428,14:22:00,14:22:00,paris_nord,1,1,0
9451-0428,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0429,14:22:00,14:22:00,paris_nord,1,1,0
9451-0429,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0430,14:22:00,14:22:00,paris_nord,1,1,0
9451-0430,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0501,14:22:00,14:22:00,paris_nord,1,1,0
9451-0501,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0502,14:22:00,14:22:00,paris_nord,1,1,0
9451-0502,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0503,14:22:00,14:22:00,paris_nord,1,1,0
9451-0503,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0504,14:22:00,14:22:00,paris_nord,1,1,0
9451-0504,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0505,14:22:00,14:22:00,paris_nord,1,1,0
9451-0505,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0506,14:22:00,14:22:00,paris_nord,1,1,0
9451-0506,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0507,14:22:00,14:22:00,paris_nord,1,1,0
9451-0507,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0508,14:22:00,14:22:00,paris_nord,1,1,0
9451-0508,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0509,14:22:00,14:22:00,paris_nord,1,1,0
9451-0509,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0510,14:22:00,14:22:00,paris_nord,1,1,0
9451-0510,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0511,14:22:00,14:22:00,paris_nord,1,1,0
9451-0511,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0512,14:22:00,14:22:00,paris_nord,1,1,0
9451-0512,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0513,14:22:00,14:22:00,paris_nord,1,1,0
9451-0513,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0514,14:22:00,14:22:00,paris_nord,1,1,0
9451-0514,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0515,14:22:00,14:22:00,paris_nord,1,1,0
9451-0515,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0516,14:22:00,14:22:00,paris_nord,1,1,0
9451-0516,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0517,14:22:00,14:22:00,paris_nord,1,1,0
9451-0517,15:48:00,15:48:00,bruxelles_midi,2,0,1
9451-0518,14:22:00,14:22:00,paris_nord,1,1,0
9451-0518,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0519,14:22:00,14:22:00,paris_nord,1,1,0
9451-0519,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0520,14:22:00,14:22:00,paris_nord,1,1,0
9451-0520,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0521,14:22:00,14:22:00,paris_nord,1,1,0
9451-0521,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0523,14:22:00,14:22:00,paris_nord,1,1,0
9451-0523,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0524,14:22:00,14:22:00,paris_nord,1,1,0
9451-0524,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0525,14:22:00,14:22:00,paris_nord,1,1,0
9451-0525,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0526,14:22:00,14:22:00,paris_nord,1,1,0
9451-0526,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0527,14:22:00,14:22:00,paris_nord,1,1,0
9451-0527,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0528,14:22:00,14:22:00,paris_nord,1,1,0
9451-0528,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0530,14:22:00,14:22:00,paris_nord,1,1,0
9451-0530,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0531,14:22:00,14:22:00,paris_nord,1,1,0
9451-0531,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0601,14:22:00,14:22:00,paris_nord,1,1,0
9451-0601,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0602,14:22:00,14:22:00,paris_nord,1,1,0
9451-0602,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0603,14:22:00,14:22:00,paris_nord,1,1,0
9451-0603,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0604,14:22:00,14:22:00,paris_nord,1,1,0
9451-0604,15:44:00,15:44:00,bruxelles_midi,2,0,1
9451-0606,14:22:00,14:22:00,paris_nord,1,1,0
9451-0606,15:44:00,15:44:00,bruxelles_midi,2,0,1
9452-0309,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0309,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0309,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0309,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0309,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0309,16:48:00,16:48:00,paris_nord,6,0,1
9452-0310,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0310,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0310,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0310,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0310,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0310,16:48:00,16:48:00,paris_nord,6,0,1
9452-0311,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0311,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0311,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0311,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0311,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0311,16:48:00,16:48:00,paris_nord,6,0,1
9452-0312,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0312,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0312,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0312,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0312,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0312,16:48:00,16:48:00,paris_nord,6,0,1
9452-0313,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0313,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0313,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0313,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0313,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0313,16:48:00,16:48:00,paris_nord,6,0,1
9452-0316,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0316,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0316,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0316,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0316,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0316,16:48:00,16:48:00,paris_nord,6,0,1
9452-0317,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0317,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0317,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0317,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0317,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0317,16:48:00,16:48:00,paris_nord,6,0,1
9452-0318,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0318,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0318,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0318,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0318,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0318,16:48:00,16:48:00,paris_nord,6,0,1
9452-0319,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0319,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0319,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0319,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0319,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0319,16:48:00,16:48:00,paris_nord,6,0,1
9452-0320,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0320,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0320,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0320,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0320,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0320,16:48:00,16:48:00,paris_nord,6,0,1
9452-0323,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0323,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0323,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0323,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0323,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0323,16:48:00,16:48:00,paris_nord,6,0,1
9452-0324,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0324,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0324,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0324,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0324,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0324,16:48:00,16:48:00,paris_nord,6,0,1
9452-0325,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0325,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0325,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0325,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0325,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0325,16:48:00,16:48:00,paris_nord,6,0,1
9452-0326,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0326,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0326,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0326,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0326,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0326,16:48:00,16:48:00,paris_nord,6,0,1
9452-0327,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0327,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0327,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0327,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0327,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0327,16:48:00,16:48:00,paris_nord,6,0,1
9452-0330,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0330,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0330,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0330,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0330,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0330,16:48:00,16:48:00,paris_nord,6,0,1
9452-0331,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0331,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0331,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0331,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0331,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0331,16:48:00,16:48:00,paris_nord,6,0,1
9452-0401,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0401,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0401,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0401,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0401,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0401,16:48:00,16:48:00,paris_nord,6,0,1
9452-0402,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0402,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0402,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0402,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0402,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0402,16:48:00,16:48:00,paris_nord,6,0,1
9452-0403,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0403,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0403,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0403,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0403,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0403,16:48:00,16:48:00,paris_nord,6,0,1
9452-0407,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0407,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0407,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0407,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0407,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0407,16:48:00,16:48:00,paris_nord,6,0,1
9452-0408,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0408,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0408,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0408,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0408,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0408,16:48:00,16:48:00,paris_nord,6,0,1
9452-0409,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0409,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0409,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0409,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0409,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0409,16:48:00,16:48:00,paris_nord,6,0,1
9452-0410,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0410,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0410,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0410,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0410,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0410,16:48:00,16:48:00,paris_nord,6,0,1
9452-0413,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0413,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0413,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0413,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0413,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0413,16:48:00,16:48:00,paris_nord,6,0,1
9452-0414,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0414,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0414,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0414,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0414,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0414,16:48:00,16:48:00,paris_nord,6,0,1
9452-0415,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0415,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0415,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0415,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0415,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0415,16:48:00,16:48:00,paris_nord,6,0,1
9452-0416,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0416,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0416,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0416,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0416,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0416,16:48:00,16:48:00,paris_nord,6,0,1
9452-0417,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0417,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0417,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0417,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0417,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0417,16:48:00,16:48:00,paris_nord,6,0,1
9452-0420,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0420,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0420,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0420,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0420,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0420,16:48:00,16:48:00,paris_nord,6,0,1
9452-0421,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0421,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0421,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0421,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0421,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0421,16:48:00,16:48:00,paris_nord,6,0,1
9452-0422,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0422,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0422,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0422,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0422,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0422,16:48:00,16:48:00,paris_nord,6,0,1
9452-0423,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0423,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0423,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0423,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0423,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0423,16:48:00,16:48:00,paris_nord,6,0,1
9452-0424,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0424,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0424,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0424,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0424,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0424,16:48:00,16:48:00,paris_nord,6,0,1
9452-0427,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0427,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0427,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0427,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0427,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0427,16:48:00,16:48:00,paris_nord,6,0,1
9452-0428,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0428,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0428,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0428,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0428,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0428,16:48:00,16:48:00,paris_nord,6,0,1
9452-0429,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0429,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0429,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0429,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0429,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0429,16:48:00,16:48:00,paris_nord,6,0,1
9452-0430,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0430,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0430,13:53:00,13:58:00,rotterdam_centraal,3,0,0
9452-0430,14:30:00,14:33:00,antwerpen_centraal,4,0,0
9452-0430,15:06:00,15:16:00,bruxelles_midi,5,0,0
9452-0430,16:48:00,16:48:00,paris_nord,6,0,1
9452-0501,13:10:00,13:10:00,amsterdam_centraal,1,1,0
9452-0501,13:24:00,13:27:00,schiphol_airport,2,0,0
9452-0501,13:53:00,13:58:00,rotterdam_centraal,3,0,0
